text,label
Follow-up scheduled for bronchitis management.,medical
Statutory obligations require review of the complaint for negligence.,legal
Breaking: Johnson & Johnson has won the award for fraud.,news
Treatment plan involves Sertraline and lifestyle modifications for anxiety disorder.,medical
The appellant filed a motion for dismissal in the Supreme Court.,legal
The Tesla partnership aims to revolutionize energy sector.,news
Medication adjustment recommended due to within expected parameters in recent colonoscopy.,medical
Defendant's counsel submitted evidence in the settlement agreement.,legal
Google CEO declared that the company is expanding into retail.,news
Patient prescribed Lisinopril for type 2 diabetes.,medical
Clause 214 of the agreement specifies terms for intellectual property.,legal
Major developments in employment disputes expected to reshape the retail landscape.,news
The patient reported chest discomfort after taking Metoprolol.,medical
Legal precedent establishes that fraud falls under jurisdiction of the Magistrate Court.,legal
The government is considering new legislation regarding negligence.,news
Treatment plan involves Omeprazole and lifestyle modifications for type 2 diabetes.,medical
The settlement agreement was executed by both parties to settle disputes regarding punitive damages.,legal
Stock prices for The Prime Minister surged following news of intellectual property.,news
Medication adjustment recommended due to elevated levels in recent ECG.,medical
Terms and conditions outlined in the merger agreement address intellectual property.,legal
Apple Inc launched a new initiative to address negligence.,news
The patient reported nausea after taking Aspirin.,medical
The legal team is reviewing the memorandum for potential compensation.,legal
The government is considering new legislation regarding employment disputes.,news
Patient prescribed Albuterol for depression.,medical
The legal team is reviewing the disclosure statement for potential compensation.,legal
Breaking: Toyota has won the award for fraud.,news
Patient prescribed Ibuprofen for hypertension.,medical
Terms and conditions outlined in the disclosure statement address breach of contract.,legal
The government is considering new legislation regarding breach of contract.,news
Diagnosis of thyroid dysfunction confirmed via blood panel.,medical
Counsel for the defendant argued regarding fraud under state law.,legal
NASA launched a new initiative to address tax evasion.,news
Treatment plan involves Aspirin and lifestyle modifications for anemia.,medical
Defendant's counsel submitted evidence in the contract.,legal
Breaking: Apple Inc has won the award for negligence.,news
Physical examination shows signs of nausea consistent with anxiety disorder.,medical
The legal team is reviewing the merger agreement for potential declaratory relief.,legal
Microsoft announced a new partnership with the European Union today.,news
Medication adjustment recommended due to minor abnormalities in recent colonoscopy.,medical
The appellant appealed the decision on grounds of specific performance.,legal
The government is considering new legislation regarding trademark infringement.,news
Laboratory results for colonoscopy indicate critical values.,medical
The memorandum was executed by both parties to settle disputes regarding punitive damages.,legal
The United Nations partnership aims to revolutionize finance sector.,news
Patient compliance with Metformin regimen is essential.,medical
Terms and conditions outlined in the complaint address tax evasion.,legal
Johnson & Johnson CEO declared that the company is expanding into technology.,news
Patient shows signs of muscle weakness and headache.,medical
Statutory obligations require review of the contract for tax evasion.,legal
Stock prices for Johnson & Johnson surged following news of property rights.,news
Follow-up scheduled for depression management.,medical
Defendant's counsel submitted evidence in the subpoena.,legal
Major developments in tax evasion expected to reshape the finance landscape.,news
